Code Module,Code Presentation,Highest Education,Num Prev Attempts,Studied Credits,Disability,Forum Ng,Homepage,OU Content,Quiz,Resource,Subpage,Url,Clicks 1Q,Clicks 2Q,Clicks 3Q,Clicks 4Q,Clicks Before Start,Num Past Deadline,Total Weighted Score,Total Weights,Num Banked,Fail?,IMD > 50%
BBB,2014J,HE Qualification,0,60,N,45.0,183.0,386.0,328.0,44.0,33.0,1.0,178.0,189.0,209.0,438.0,13.0,1.0,78.35,100.0,0.0,No,1
BBB,2014J,HE Qualification,1,60,N,7.0,75.0,115.0,0.0,26.0,16.0,1.0,141.0,26.0,30.0,40.0,4.0,2.0,74.4,100.0,0.0,No,1
BBB,2014J,HE Qualification,0,120,N,142.0,326.0,1131.0,153.0,99.0,78.0,7.0,528.0,548.0,279.0,614.0,0.0,0.0,66.05,100.0,0.0,No,0
BBB,2014J,Lower Than A Level,1,60,N,0.0,10.0,2.0,0.0,2.0,1.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,4.9,10.0,0.0,Yes,1
BBB,2014J,A Level or Equivalent,1,60,N,7.0,73.0,281.0,180.0,18.0,10.0,0.0,68.0,209.0,56.0,220.0,20.0,0.0,68.6,100.0,0.0,No,0
BBB,2014J,A Level or Equivalent,0,60,N,10.0,98.0,212.0,82.0,22.0,13.0,0.0,185.0,102.0,111.0,1.0,41.0,0.0,67.3,100.0,0.0,No,0
BBB,2014J,Lower Than A Level,0,150,N,42.0,321.0,1195.0,152.0,66.0,55.0,5.0,394.0,452.0,473.0,519.0,19.0,0.0,65.8,100.0,0.0,No,1
BBB,2014J,A Level or Equivalent,1,60,N,0.0,64.0,252.0,1.0,12.0,6.0,0.0,77.0,25.0,223.0,15.0,0.0,0.0,63.8,100.0,0.0,No,0
BBB,2014J,Lower Than A Level,0,120,Y,177.0,412.0,916.0,146.0,21.0,67.0,1.0,509.0,555.0,428.0,154.0,120.0,0.0,69.35,100.0,0.0,No,1
BBB,2014J,A Level or Equivalent,0,60,N,363.0,230.0,239.0,202.0,45.0,57.0,1.0,380.0,150.0,188.0,210.0,228.0,0.0,79.75,100.0,0.0,No,0
BBB,2014J,A Level or Equivalent,0,60,N,664.0,696.0,1982.0,316.0,187.0,119.0,5.0,783.0,744.0,1355.0,1034.0,104.0,0.0,64.5,100.0,0.0,No,0
BBB,2014J,Lower Than A Level,0,60,N,47.0,92.0,235.0,140.0,23.0,6.0,0.0,186.0,170.0,47.0,141.0,0.0,0.0,55.7,100.0,0.0,No,1
BBB,2014J,HE Qualification,0,120,N,8.0,42.0,73.0,0.0,14.0,17.0,2.0,106.0,49.0,0.0,0.0,1.0,0.0,19.8,30.0,0.0,Yes,1
BBB,2014J,A Level or Equivalent,0,120,N,142.0,215.0,1110.0,134.0,25.0,27.0,0.0,261.0,725.0,558.0,110.0,21.0,0.0,69.2,100.0,0.0,No,1
BBB,2014J,Lower Than A Level,1,60,N,0.0,80.0,549.0,154.0,28.0,22.0,0.0,164.0,25.0,491.0,129.0,28.0,0.0,81.45,100.0,0.0,No,0
BBB,2014J,Lower Than A Level,1,120,N,12.0,74.0,34.0,0.0,19.0,29.0,0.0,125.0,1.0,36.0,0.0,6.0,2.0,27.0,30.0,0.0,Yes,1
BBB,2014J,A Level or Equivalent,0,120,N,58.0,239.0,475.0,75.0,54.0,40.0,5.0,205.0,454.0,111.0,43.0,148.0,0.0,67.9,100.0,0.0,Yes,0
BBB,2014J,A Level or Equivalent,1,60,N,140.0,206.0,598.0,164.0,28.0,34.0,3.0,444.0,310.0,402.0,50.0,1.0,0.0,71.5,100.0,0.0,No,1
BBB,2014J,A Level or Equivalent,0,120,N,269.0,184.0,900.0,396.0,41.0,27.0,1.0,218.0,453.0,694.0,468.0,42.0,0.0,75.2,100.0,0.0,No,0
BBB,2014J,Lower Than A Level,0,120,N,59.0,209.0,493.0,111.0,34.0,40.0,1.0,296.0,246.0,256.0,13.0,143.0,0.0,78.1,100.0,0.0,No,0
BBB,2014J,HE Qualification,1,60,N,846.0,618.0,1091.0,364.0,56.0,57.0,2.0,847.0,750.0,771.0,615.0,84.0,0.0,87.0,100.0,0.0,No,1
BBB,2014J,A Level or Equivalent,0,60,Y,15.0,87.0,153.0,0.0,60.0,66.0,0.0,199.0,43.0,36.0,96.0,14.0,1.0,56.0,100.0,0.0,No,0
BBB,2014J,HE Qualification,0,60,N,26.0,160.0,533.0,165.0,28.0,17.0,1.0,200.0,132.0,409.0,169.0,31.0,1.0,43.0,100.0,0.0,No,0
BBB,2014J,A Level or Equivalent,0,60,N,51.0,101.0,387.0,64.0,17.0,15.0,2.0,213.0,148.0,200.0,3.0,98.0,0.0,65.75,100.0,0.0,No,0
BBB,2014J,Lower Than A Level,0,60,N,22.0,84.0,126.0,0.0,29.0,32.0,2.0,207.0,0.0,51.0,0.0,43.0,1.0,17.7,30.0,0.0,Yes,0
BBB,2014J,HE Qualification,0,60,N,349.0,334.0,690.0,108.0,33.0,41.0,6.0,432.0,460.0,458.0,191.0,33.0,0.0,72.2,100.0,0.0,No,1
BBB,2014J,Lower Than A Level,0,60,N,71.0,203.0,696.0,25.0,31.0,46.0,4.0,167.0,135.0,104.0,666.0,14.0,0.0,56.55,100.0,0.0,No,0
BBB,2014J,A Level or Equivalent,3,60,N,6.0,119.0,465.0,93.0,20.0,22.0,1.0,15.0,60.0,69.0,561.0,30.0,2.0,73.15,100.0,0.0,No,0
BBB,2014J,HE Qualification,0,60,N,317.0,389.0,2313.0,182.0,80.0,89.0,1.0,524.0,866.0,1063.0,856.0,96.0,0.0,89.6,100.0,0.0,No,0
BBB,2014J,A Level or Equivalent,0,60,N,238.0,204.0,552.0,138.0,24.0,32.0,0.0,319.0,263.0,294.0,304.0,16.0,0.0,86.6,100.0,0.0,No,0
BBB,2014J,Lower Than A Level,0,60,Y,6.0,90.0,120.0,4.0,53.0,56.0,2.0,91.0,58.0,34.0,113.0,37.0,2.0,50.65,100.0,0.0,No,0
BBB,2014J,Lower Than A Level,0,60,N,127.0,234.0,740.0,224.0,259.0,41.0,1.0,486.0,302.0,299.0,207.0,335.0,0.0,77.5,100.0,0.0,No,0
BBB,2014J,Lower Than A Level,1,120,N,401.0,424.0,783.0,101.0,56.0,68.0,0.0,468.0,537.0,248.0,489.0,107.0,3.0,88.7,100.0,0.0,No,1
BBB,2014J,HE Qualification,0,60,N,8.0,18.0,29.0,0.0,2.0,2.0,1.0,45.0,13.0,2.0,1.0,0.0,2.0,68.3,100.0,0.0,No,1
BBB,2014J,A Level or Equivalent,5,60,N,2.0,173.0,519.0,132.0,52.0,14.0,2.0,216.0,150.0,147.0,385.0,0.0,2.0,51.05,100.0,0.0,No,0
BBB,2014J,A Level or Equivalent,0,60,N,89.0,149.0,214.0,0.0,17.0,20.0,0.0,193.0,81.0,89.0,114.0,14.0,0.0,72.35,100.0,0.0,No,0
BBB,2014J,Lower Than A Level,0,120,N,135.0,515.0,948.0,172.0,48.0,62.0,1.0,442.0,506.0,531.0,251.0,178.0,0.0,69.9,100.0,0.0,No,1
BBB,2014J,Lower Than A Level,0,60,N,110.0,300.0,1306.0,128.0,76.0,115.0,0.0,311.0,655.0,464.0,441.0,197.0,0.0,81.95,100.0,0.0,No,0
BBB,2014J,HE Qualification,0,60,N,2.0,123.0,552.0,34.0,22.0,21.0,0.0,116.0,251.0,337.0,68.0,0.0,0.0,67.9,100.0,0.0,No,0
BBB,2014J,HE Qualification,0,75,N,507.0,824.0,396.0,424.0,114.0,110.0,3.0,630.0,489.0,488.0,666.0,135.0,0.0,69.75,100.0,0.0,No,1
BBB,2014J,Lower Than A Level,0,120,Y,409.0,152.0,95.0,665.0,20.0,20.0,1.0,166.0,168.0,131.0,904.0,0.0,0.0,66.39999999999999,100.0,0.0,No,1
BBB,2014J,Lower Than A Level,0,60,N,103.0,204.0,253.0,72.0,38.0,38.0,4.0,344.0,127.0,192.0,54.0,0.0,0.0,55.8,100.0,0.0,Yes,1
BBB,2014J,HE Qualification,0,120,N,67.0,171.0,233.0,0.0,49.0,76.0,2.0,133.0,92.0,124.0,256.0,0.0,1.0,92.4,100.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,30,N,1.0,67.0,3.0,133.0,44.0,79.0,1.0,164.0,62.0,101.0,0.0,1.0,2.0,2.91,9.0,0.0,Yes,0
CCC,2014B,A Level or Equivalent,0,90,N,21.0,224.0,92.0,2135.0,88.0,288.0,8.0,451.0,1012.0,609.0,763.0,32.0,5.0,89.65,100.0,0.0,No,1
CCC,2014B,HE Qualification,0,60,N,173.0,234.0,12.0,328.0,156.0,116.0,7.0,321.0,266.0,272.0,121.0,47.0,5.0,84.58,100.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,30,N,14.0,133.0,32.0,178.0,30.0,73.0,5.0,208.0,138.0,16.0,23.0,80.0,3.0,51.44,84.0,0.0,No,0
CCC,2014B,HE Qualification,0,60,N,1524.0,1179.0,932.0,1410.0,234.0,328.0,47.0,1262.0,999.0,1216.0,2104.0,78.0,4.0,75.13,100.0,0.0,No,1
CCC,2014B,HE Qualification,0,60,N,1331.0,1050.0,22.0,798.0,53.0,154.0,16.0,1469.0,645.0,432.0,776.0,105.0,4.0,93.22,100.0,0.0,No,1
CCC,2014B,HE Qualification,0,90,N,378.0,359.0,42.0,947.0,97.0,183.0,6.0,306.0,462.0,396.0,832.0,18.0,5.0,91.41,100.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,120,N,60.0,159.0,18.0,706.0,48.0,81.0,12.0,300.0,181.0,276.0,320.0,13.0,4.0,18.23,25.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,40,N,103.0,234.0,76.0,349.0,89.0,178.0,8.0,379.0,416.0,171.0,0.0,71.0,3.0,45.23,70.0,0.0,Yes,0
CCC,2014B,HE Qualification,0,60,N,80.0,97.0,230.0,138.0,25.0,54.0,9.0,285.0,307.0,0.0,0.0,41.0,1.0,9.48,11.0,0.0,Yes,0
CCC,2014B,A Level or Equivalent,0,30,N,468.0,277.0,90.0,1093.0,86.0,126.0,7.0,964.0,514.0,642.0,14.0,15.0,3.0,50.41,70.0,0.0,Yes,0
CCC,2014B,Lower Than A Level,0,120,N,103.0,186.0,1.0,277.0,69.0,57.0,1.0,219.0,99.0,120.0,142.0,115.0,4.0,70.99000000000002,100.0,0.0,No,0
CCC,2014B,HE Qualification,0,30,N,1.0,113.0,64.0,436.0,37.0,99.0,1.0,171.0,183.0,118.0,270.0,13.0,4.0,74.25999999999998,100.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,120,N,201.0,531.0,10.0,3403.0,130.0,175.0,8.0,644.0,2170.0,1039.0,539.0,73.0,5.0,75.33999999999997,100.0,0.0,No,1
CCC,2014B,HE Qualification,0,30,N,271.0,382.0,83.0,933.0,86.0,107.0,5.0,894.0,121.0,0.0,0.0,853.0,2.0,6.09,9.0,0.0,Yes,0
CCC,2014B,HE Qualification,0,30,N,19.0,107.0,1.0,283.0,104.0,140.0,4.0,165.0,114.0,136.0,227.0,16.0,4.0,93.1,100.0,0.0,No,1
CCC,2014B,A Level or Equivalent,0,60,N,118.0,221.0,17.0,490.0,105.0,91.0,9.0,535.0,228.0,142.0,114.0,36.0,4.0,66.03,100.0,0.0,No,0
CCC,2014B,Lower Than A Level,0,120,Y,3.0,289.0,283.0,1535.0,45.0,113.0,4.0,1228.0,274.0,459.0,314.0,0.0,4.0,22.1,25.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,120,N,297.0,219.0,142.0,907.0,37.0,100.0,7.0,483.0,517.0,153.0,549.0,19.0,5.0,94.26,100.0,0.0,No,1
CCC,2014B,Lower Than A Level,0,60,N,0.0,34.0,2.0,97.0,17.0,31.0,1.0,6.0,140.0,36.0,0.0,0.0,2.0,8.49,24.0,0.0,Yes,0
CCC,2014B,HE Qualification,0,90,N,22.0,170.0,541.0,365.0,28.0,73.0,2.0,262.0,141.0,162.0,599.0,37.0,4.0,23.73,47.0,0.0,No,1
CCC,2014B,HE Qualification,0,60,N,385.0,441.0,289.0,1074.0,54.0,117.0,14.0,704.0,265.0,353.0,1028.0,33.0,5.0,73.04,100.0,0.0,No,0
CCC,2014B,HE Qualification,0,80,N,44.0,195.0,0.0,494.0,99.0,108.0,2.0,157.0,144.0,205.0,410.0,26.0,4.0,73.27000000000002,100.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,90,N,39.0,313.0,10.0,505.0,88.0,138.0,5.0,289.0,244.0,277.0,255.0,34.0,5.0,66.83,100.0,0.0,No,0
CCC,2014B,HE Qualification,0,30,N,0.0,58.0,0.0,398.0,28.0,50.0,3.0,106.0,92.0,196.0,143.0,0.0,4.0,40.96,100.0,0.0,Yes,1
CCC,2014B,A Level or Equivalent,0,60,N,52.0,224.0,28.0,279.0,81.0,137.0,7.0,223.0,152.0,206.0,173.0,55.0,4.0,15.24,25.0,0.0,No,0
CCC,2014B,HE Qualification,0,30,N,144.0,224.0,25.0,365.0,42.0,134.0,9.0,242.0,164.0,208.0,167.0,164.0,4.0,97.28,100.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,120,N,474.0,505.0,0.0,645.0,100.0,172.0,2.0,460.0,497.0,478.0,444.0,19.0,5.0,84.33999999999997,100.0,0.0,No,1
CCC,2014B,A Level or Equivalent,0,30,Y,34.0,245.0,795.0,221.0,62.0,182.0,9.0,333.0,240.0,332.0,643.0,1.0,3.0,42.34,85.0,0.0,No,0
CCC,2014B,Lower Than A Level,0,45,N,5.0,61.0,0.0,113.0,17.0,47.0,5.0,97.0,119.0,0.0,0.0,35.0,2.0,4.88,31.0,0.0,Yes,0
CCC,2014B,A Level or Equivalent,0,90,N,838.0,1244.0,286.0,1899.0,258.0,339.0,14.0,547.0,706.0,650.0,2875.0,116.0,4.0,84.52000000000002,100.0,0.0,No,0
CCC,2014B,Lower Than A Level,0,120,Y,227.0,240.0,94.0,792.0,35.0,79.0,2.0,262.0,102.0,601.0,449.0,55.0,5.0,87.78999999999998,100.0,0.0,No,0
CCC,2014B,HE Qualification,0,60,N,31.0,90.0,7.0,57.0,14.0,35.0,8.0,147.0,0.0,0.0,0.0,95.0,1.0,6.56,11.0,0.0,Yes,1
CCC,2014B,Lower Than A Level,0,60,N,87.0,124.0,128.0,252.0,76.0,59.0,2.0,615.0,61.0,0.0,0.0,52.0,3.0,14.009999999999998,18.0,0.0,Yes,1
CCC,2014B,Lower Than A Level,0,60,N,347.0,804.0,2136.0,2230.0,160.0,444.0,29.0,1367.0,2252.0,1426.0,715.0,400.0,4.0,19.74,25.0,0.0,No,0
CCC,2014B,Lower Than A Level,0,60,N,89.0,446.0,17.0,798.0,82.0,110.0,8.0,535.0,329.0,203.0,409.0,76.0,4.0,94.5,100.0,0.0,No,1
CCC,2014B,Lower Than A Level,0,30,N,23.0,79.0,31.0,109.0,20.0,17.0,6.0,263.0,1.0,0.0,0.0,21.0,2.0,8.76,11.0,0.0,Yes,1
CCC,2014B,A Level or Equivalent,0,120,N,428.0,398.0,876.0,1006.0,81.0,254.0,14.0,609.0,451.0,890.0,1024.0,90.0,4.0,60.34,100.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,30,N,23.0,455.0,481.0,6569.0,102.0,484.0,17.0,1382.0,1790.0,1419.0,3249.0,297.0,4.0,19.91,25.0,0.0,No,1
CCC,2014B,Lower Than A Level,0,45,N,5.0,24.0,1.0,9.0,11.0,24.0,1.0,28.0,46.0,1.0,0.0,0.0,0.0,12.760000000000002,31.0,0.0,Yes,0
CCC,2014B,A Level or Equivalent,0,60,N,58.0,102.0,0.0,197.0,39.0,44.0,10.0,77.0,217.0,19.0,119.0,20.0,4.0,90.5,100.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,60,N,57.0,451.0,460.0,921.0,119.0,211.0,4.0,719.0,285.0,677.0,504.0,50.0,5.0,31.849999999999994,47.0,0.0,No,0
CCC,2014B,HE Qualification,0,30,N,14.0,71.0,23.0,239.0,12.0,39.0,1.0,223.0,81.0,87.0,8.0,0.0,5.0,33.41,92.0,0.0,Yes,0
CCC,2014B,HE Qualification,0,30,N,10.0,223.0,46.0,2694.0,56.0,112.0,8.0,1993.0,640.0,256.0,115.0,156.0,3.0,17.0,17.0,0.0,No,1
CCC,2014B,A Level or Equivalent,0,60,N,39.0,204.0,403.0,685.0,45.0,131.0,2.0,591.0,189.0,248.0,319.0,162.0,5.0,23.37,34.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,30,Y,66.0,128.0,227.0,714.0,39.0,115.0,4.0,357.0,316.0,424.0,193.0,3.0,5.0,50.09,100.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,60,N,49.0,144.0,23.0,368.0,282.0,119.0,4.0,281.0,235.0,339.0,134.0,4.0,4.0,26.11,34.0,0.0,No,1
CCC,2014B,HE Qualification,0,60,Y,2000.0,890.0,64.0,1369.0,86.0,352.0,8.0,1691.0,1006.0,1105.0,943.0,29.0,4.0,24.52,25.0,0.0,No,1
CCC,2014B,Post Graduate Qualification,0,150,N,10.0,179.0,83.0,616.0,104.0,201.0,10.0,172.0,332.0,239.0,463.0,1.0,4.0,93.94,100.0,0.0,No,1
CCC,2014B,HE Qualification,0,60,N,153.0,433.0,16.0,1260.0,179.0,272.0,20.0,766.0,355.0,395.0,602.0,242.0,5.0,92.42,100.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,30,N,7.0,238.0,25.0,217.0,127.0,130.0,19.0,231.0,234.0,79.0,194.0,27.0,4.0,18.16,25.0,0.0,No,0
CCC,2014B,HE Qualification,0,30,N,3.0,71.0,0.0,255.0,28.0,85.0,3.0,85.0,95.0,153.0,106.0,9.0,4.0,88.35000000000002,100.0,0.0,No,0
CCC,2014B,Lower Than A Level,0,30,N,1223.0,715.0,469.0,1440.0,168.0,480.0,27.0,1782.0,790.0,956.0,727.0,270.0,6.0,74.76,100.0,0.0,No,0
CCC,2014B,Lower Than A Level,0,90,N,359.0,295.0,54.0,652.0,202.0,279.0,8.0,367.0,501.0,559.0,424.0,0.0,6.0,95.84,100.0,0.0,No,1
CCC,2014B,Lower Than A Level,0,30,Y,8.0,147.0,2.0,416.0,57.0,73.0,11.0,196.0,84.0,239.0,196.0,0.0,4.0,20.630000000000006,25.0,0.0,No,1
CCC,2014B,A Level or Equivalent,0,150,N,131.0,453.0,737.0,1167.0,135.0,348.0,8.0,367.0,457.0,719.0,1338.0,110.0,6.0,48.18,100.0,0.0,No,1
CCC,2014B,A Level or Equivalent,0,30,N,17.0,139.0,145.0,273.0,37.0,108.0,5.0,129.0,80.0,146.0,366.0,7.0,6.0,83.11999999999998,100.0,0.0,No,1
CCC,2014B,HE Qualification,0,90,N,134.0,148.0,39.0,407.0,48.0,92.0,4.0,532.0,33.0,133.0,0.0,174.0,4.0,19.85,48.0,0.0,Yes,1
CCC,2014B,Lower Than A Level,0,60,N,3.0,88.0,165.0,126.0,46.0,42.0,1.0,270.0,13.0,186.0,0.0,2.0,2.0,5.6800000000000015,19.0,0.0,Yes,0
CCC,2014B,HE Qualification,0,30,N,8.0,129.0,340.0,531.0,35.0,86.0,5.0,365.0,613.0,78.0,79.0,2.0,4.0,18.42,71.0,0.0,Yes,1
CCC,2014B,A Level or Equivalent,0,30,N,46.0,381.0,248.0,1295.0,66.0,88.0,8.0,776.0,369.0,142.0,744.0,105.0,4.0,48.55,100.0,0.0,No,1
CCC,2014B,A Level or Equivalent,0,60,N,12.0,104.0,139.0,1030.0,14.0,46.0,8.0,707.0,12.0,0.0,0.0,638.0,1.0,9.12,11.0,0.0,Yes,0
CCC,2014B,A Level or Equivalent,0,60,N,77.0,229.0,327.0,931.0,58.0,109.0,3.0,404.0,263.0,300.0,753.0,16.0,4.0,93.24,100.0,0.0,No,1
CCC,2014B,HE Qualification,0,40,N,846.0,351.0,30.0,585.0,86.0,120.0,15.0,885.0,357.0,422.0,255.0,120.0,4.0,93.06,100.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,90,N,141.0,231.0,198.0,406.0,82.0,105.0,5.0,190.0,456.0,220.0,218.0,86.0,5.0,60.95,100.0,0.0,Yes,1
CCC,2014B,Lower Than A Level,0,60,N,46.0,290.0,38.0,783.0,150.0,172.0,9.0,588.0,367.0,241.0,294.0,2.0,5.0,68.41,100.0,0.0,No,1
CCC,2014B,Lower Than A Level,0,30,N,8.0,274.0,1094.0,224.0,91.0,135.0,3.0,852.0,285.0,93.0,598.0,2.0,4.0,44.17999999999999,78.0,0.0,Yes,0
CCC,2014B,Lower Than A Level,0,90,N,0.0,34.0,24.0,54.0,6.0,9.0,1.0,127.0,1.0,0.0,0.0,0.0,1.0,0.6,2.0,0.0,Yes,0
CCC,2014B,A Level or Equivalent,0,180,N,2.0,69.0,1.0,294.0,29.0,47.0,3.0,156.0,90.0,126.0,70.0,6.0,5.0,41.73,56.0,0.0,Yes,1
CCC,2014B,Post Graduate Qualification,0,60,N,484.0,402.0,184.0,1278.0,73.0,133.0,10.0,771.0,377.0,204.0,514.0,705.0,4.0,62.97,69.0,0.0,No,1
CCC,2014B,A Level or Equivalent,0,60,N,71.0,142.0,82.0,338.0,25.0,54.0,3.0,550.0,151.0,8.0,0.0,13.0,2.0,9.13,18.0,0.0,Yes,0
CCC,2014B,HE Qualification,0,30,N,288.0,468.0,189.0,1948.0,167.0,232.0,24.0,693.0,783.0,73.0,1563.0,206.0,4.0,20.43,25.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,60,N,1104.0,684.0,300.0,691.0,62.0,279.0,11.0,840.0,675.0,741.0,801.0,77.0,5.0,78.59,100.0,0.0,No,0
CCC,2014B,HE Qualification,0,60,N,13.0,19.0,12.0,86.0,5.0,8.0,1.0,133.0,11.0,0.0,0.0,0.0,2.0,8.58,11.0,0.0,Yes,1
CCC,2014B,HE Qualification,0,60,N,21.0,23.0,20.0,215.0,16.0,16.0,2.0,313.0,0.0,0.0,0.0,0.0,1.0,0.6,2.0,0.0,Yes,0
CCC,2014B,A Level or Equivalent,0,60,N,200.0,374.0,71.0,1225.0,106.0,181.0,8.0,617.0,416.0,537.0,562.0,36.0,6.0,73.93,100.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,60,N,212.0,322.0,672.0,1941.0,225.0,352.0,13.0,873.0,676.0,687.0,1450.0,58.0,6.0,86.09,100.0,0.0,No,1
CCC,2014B,Lower Than A Level,0,60,N,70.0,280.0,157.0,636.0,79.0,298.0,20.0,545.0,232.0,214.0,351.0,198.0,4.0,64.38,100.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,60,N,393.0,448.0,905.0,1581.0,121.0,258.0,8.0,838.0,942.0,787.0,1137.0,18.0,4.0,22.15,25.0,0.0,No,1
CCC,2014B,A Level or Equivalent,0,30,N,7.0,289.0,378.0,660.0,79.0,140.0,14.0,417.0,361.0,365.0,425.0,20.0,4.0,95.76,100.0,0.0,No,1
CCC,2014B,HE Qualification,0,90,N,62.0,175.0,439.0,1014.0,116.0,139.0,5.0,386.0,514.0,750.0,303.0,4.0,4.0,74.91000000000003,100.0,0.0,No,1
CCC,2014B,A Level or Equivalent,0,150,N,5.0,151.0,1.0,231.0,24.0,50.0,7.0,138.0,108.0,150.0,62.0,15.0,4.0,18.17,25.0,0.0,No,0
CCC,2014B,Lower Than A Level,0,120,N,16.0,108.0,4.0,1430.0,35.0,68.0,9.0,309.0,806.0,340.0,214.0,3.0,4.0,43.98,100.0,0.0,Yes,1
CCC,2014B,HE Qualification,0,60,N,1304.0,812.0,403.0,1243.0,340.0,271.0,12.0,955.0,790.0,1130.0,1454.0,67.0,7.0,76.39,100.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,30,N,803.0,138.0,26.0,304.0,33.0,60.0,9.0,272.0,362.0,418.0,311.0,12.0,4.0,88.55000000000003,100.0,0.0,No,0
CCC,2014B,Lower Than A Level,0,90,N,49.0,428.0,2674.0,642.0,407.0,248.0,14.0,733.0,2803.0,454.0,467.0,13.0,3.0,20.61,45.0,0.0,No,0
CCC,2014B,HE Qualification,0,120,N,66.0,134.0,0.0,2.0,35.0,38.0,4.0,57.0,40.0,89.0,94.0,0.0,0.0,42.66,75.0,0.0,No,0
CCC,2014B,Post Graduate Qualification,0,30,N,5.0,182.0,662.0,742.0,76.0,296.0,4.0,219.0,445.0,135.0,1140.0,30.0,4.0,92.17000000000002,100.0,0.0,No,1
CCC,2014B,No Formal quals,0,30,N,494.0,435.0,5367.0,1123.0,38.0,448.0,14.0,3539.0,2126.0,779.0,1420.0,56.0,5.0,18.35,34.0,0.0,No,0
CCC,2014B,Lower Than A Level,0,60,N,4.0,137.0,5.0,627.0,61.0,56.0,8.0,272.0,198.0,254.0,132.0,42.0,4.0,66.33000000000001,69.0,0.0,No,0
CCC,2014B,HE Qualification,0,30,N,375.0,532.0,399.0,1619.0,194.0,217.0,16.0,885.0,376.0,803.0,1204.0,97.0,4.0,98.7,100.0,0.0,No,1
CCC,2014B,A Level or Equivalent,0,60,N,13.0,326.0,9154.0,1191.0,123.0,240.0,11.0,1140.0,1767.0,2754.0,5396.0,19.0,5.0,70.37000000000002,91.0,0.0,No,0
CCC,2014B,HE Qualification,0,160,N,337.0,224.0,6.0,457.0,40.0,59.0,2.0,257.0,113.0,80.0,672.0,5.0,4.0,81.35000000000002,100.0,0.0,No,0
CCC,2014B,HE Qualification,0,150,N,0.0,73.0,46.0,388.0,29.0,84.0,2.0,203.0,129.0,96.0,175.0,19.0,4.0,57.58,100.0,0.0,No,0
CCC,2014B,HE Qualification,0,30,N,35.0,157.0,2871.0,349.0,61.0,129.0,3.0,200.0,127.0,356.0,2926.0,0.0,2.0,5.76,10.0,0.0,No,0
CCC,2014B,A Level or Equivalent,0,30,N,44.0,205.0,39.0,749.0,71.0,109.0,6.0,357.0,314.0,208.0,317.0,29.0,5.0,85.50999999999998,100.0,0.0,No,1
CCC,2014B,HE Qualification,0,30,N,3088.0,2264.0,84.0,3980.0,197.0,988.0,45.0,2473.0,1908.0,1650.0,4462.0,176.0,4.0,96.22,100.0,0.0,No,1
CCC,2014B,A Level or Equivalent,0,180,Y,18.0,78.0,56.0,98.0,10.0,29.0,3.0,86.0,22.0,26.0,154.0,5.0,3.0,46.57000000000001,92.0,0.0,No,0
CCC,2014B,HE Qualification,0,30,N,113.0,230.0,14.0,2365.0,111.0,236.0,13.0,535.0,577.0,86.0,1826.0,70.0,5.0,64.11999999999999,100.0,0.0,No,1
CCC,2014B,HE Qualification,0,120,Y,36.0,80.0,2.0,457.0,15.0,27.0,5.0,228.0,159.0,223.0,2.0,10.0,3.0,19.7,26.0,0.0,Yes,1
CCC,2014B,HE Qualification,0,135,N,10.0,26.0,2.0,165.0,33.0,30.0,1.0,143.0,124.0,0.0,0.0,0.0,2.0,5.41,9.0,0.0,Yes,0
CCC,2014B,HE Qualification,0,120,N,137.0,223.0,171.0,454.0,62.0,150.0,1.0,127.0,333.0,450.0,287.0,2.0,6.0,72.35,100.0,0.0,No,1
CCC,2014B,HE Qualification,0,30,N,551.0,521.0,67.0,659.0,301.0,310.0,6.0,782.0,380.0,582.0,630.0,58.0,4.0,87.38,100.0,0.0,No,1
CCC,2014B,HE Qualification,0,30,N,415.0,381.0,20.0,485.0,74.0,146.0,4.0,458.0,304.0,264.0,488.0,13.0,4.0,83.21,100.0,0.0,No,0
CCC,2014B,HE Qualification,0,30,N,1722.0,724.0,319.0,2482.0,244.0,524.0,27.0,852.0,1423.0,1555.0,2188.0,31.0,4.0,24.52,25.0,0.0,No,1
CCC,2014B,A Level or Equivalent,0,180,N,27.0,687.0,126.0,2533.0,299.0,263.0,12.0,979.0,610.0,1379.0,932.0,52.0,5.0,14.94,34.0,0.0,Yes,0
